dataRef,classeAnbima,movimentacaoDia,movimentacaoMes,movimentacaoAno,movimentacao12M
20220721,Renda Fixa,5580.456980620005,28889.983267545427,129911.14038185334,173714.16928160502
20220721,Ações,-363.9593769400002,-5340.118611260001,-50610.447679816905,-51889.75115122712
20220721,Multimercados,-666.8942518399992,-6295.838605198867,-66293.64410496328,-87600.84974323947
20220721,Cambial,-28.96335966000001,-512.3671093500001,941.7017840399996,1607.9545969399994
20220721,Previdência,152.61065935000028,1537.898579759998,3550.585066713622,9512.747946975349
20220721,ETF,-104.00522224000001,-1031.3164117000001,-2725.281046900001,4484.203221899998
20220721,Sub Total,4569.2454292900065,17248.241109796556,14774.054400926774,49828.47415295377
